ID,envir_labo,envir_clinique,envir_terrain,envir_bibarchives,envir_modele,envir_theoredac,terme_corpus,terme_ressources,terme_valeurs,terme_sources,terme_materiaux,terme_mesures,terme_stat,terme_jeuxdo,terme_basedo,terme_pipeline,terme_brutes,terme_nettoyees,terme_negatives,plus_tech,plus_expe,plus_autom,plus_dorares,plus_dostandards,plus_theo,plus_workflow,plus_modeli,plus_support,reprofam,quali_tracabilite,quali_replicabilite,quali_reproductibilite,quali_explicabilite,quali_rechouv,quali_openschol,quali_transparence,temps_collecte,temps_numeriser,temps_corpus,temps_nettoyer,temps_structurer,temps_analyser,temps_modeliser,temps_visu,temps_qualifier,temps_archiver,temps_qualite,temps_disporech,temps_com,temps_formation,source_terrain,source_instru,source_bddOA,source_bddabo,source_bddcoll,source_article,source_web,source_archive,produit_fichierordi,produit_fichierhteperf,produit_norme,produit_script,produit_logiciel,produit_notesnum,produit_notespap,partagerestreint,partagecontrole,partageligne,partagelicence,oblig_comedit,oblig_comethique,oblig_financeur,oblig_partenaire,oblig_non,oblig_nonapp,dispo_amov,dispo_envoi,dispo_mail,dispo_servsecu,dispo_datapaper,dispo_supplem,dispo_site,dispo_cloudnoninst,dispo_cloudinst,dispo_entrepgal,dispo_entrepdiscip,dispo_git,dispo_nsp,dispo_nonapp,limite_habitude,limite_valo,limite_doute,limite_temps,limite_mesusage,reutilisable,reutilise,mettredispo_cahiers,mettredispo_logiciels,mettredispo_doc,mettredispo_metado,mettredispo_protocole,mettredispo_blog,conserv_ordiperso,conserv_ordiprof,conserv_externe,conserv_servint,conserv_servinst,conserv_servautre,conserv_servinfrastr,conserv_servprive,conserv_web,conserv_archivage,conserv_nonappl,tailleequipe,wavec_perman,wavec_nonperman,wavec_IT,wavec_SI,wavec_bib,wavec_jur,wavec_valo,wavec_scouv,wavec_manag,wavec_com,wavec_intnat,sysOS,log_tab,log_tabsci,log_bdd,log_visu,log_stat,log_image,log_datasci,log_prog,log_entrep,log_nonapp,outil_moi,outil_equipe,outil_parten,outil_employeur,outil_reso,outil_liste,outil_formation,outil_colloque,outil_informel,outil_veille,outil_nonapp,forma_equipe,forma_parten,forma_atelier,forma_informel,forma_mooc,forma_presentiel,forma_continue,forma_tuto,forma_papier,forma_nonapp,collab_cahier,collab_bdd,collab_dosspartage,collab_redacpartage,collab_codepartage,collab_wiki,collab_gestionproj,collab_seul,connsoutien,bénésoutien,oksoutien,soutien_fi,soutien_rh,soutien_infrastr,soutien_tech,soutien_forma,soutien_jur,soutien_ethique,soutien_nonapp,aide_amont,aide_constitution,aide_traitement,aide_stockage,aide_misedispo,aide_valo,aide_publi,aide_nonappl,aidequi_speetab,aidequi_sepecentres,aidequi_labo,aidequi_liste,aidequi_platef,aidequi_formation,aidequi_JE,aidequi_nonappl,anciennete,structure,fct_perma,fct_nonperma,fct_IT,fct_bib,fct_autre,statut,disc_dt,disc_inf,disc_lsh,disc_math,disc_pluri,disc_vie,disc_inge,disc_terre,disc_matiere,disc_pour_ponde,poids,specialite,sexe
643,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Peu,Non,Non,Oui,Oui,Oui,Non,Oui,moins,moins,moins,NA,moins,moins,NA,NA,NA,moins,NA,moins,moins,moins,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui,Parfois,Parfois,Souvent,Jamais,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,non,non,non,non,non,Non applicable,Parfois,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,seule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Jamais,nini,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Moins de cinq ans,autre,Non,Oui,Non,Non,Non,doct,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,autre,1,sociologie,Un homme
103,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Tout à fait,Oui,Oui,Oui,Non,Oui,Non,Non,moins,moins,moins,plus,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Toujours,Toujours,Toujours,Toujours,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,oui,oui,non,oui,non,Oui,Souvent,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,2a5,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,LinuxUnix,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Parfois,plutotsat,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Moins de cinq ans,CNRS,Non,Non,Oui,Non,Non,fonct,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,autre,1,autre,Un homme
806,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Assez,Oui,Non,Oui,Oui,Oui,Non,Non,moins,moins,moins,moins,moins,plus,moins,moins,moins,moins,moins,moins,NA,moins,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Souvent,Jamais,Parfois,Jamais,Non,Non,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,non,non,oui,Non,Souvent,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,LinuxUnix,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Souvent,plutotsat,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Moins de cinq ans,autre,Non,Non,Oui,Non,Non,doct,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,autre,1,NA,Autre
83,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Tout à fait,Non,Non,Oui,Non,Non,Non,Non,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,NA,NA,Toujours,NA,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,non,non,non,oui,non,Oui,Toujours,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Parfois,nini,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Plus de dix ans,NA,Oui,Non,Non,Non,Non,fonct,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,autre,1,NA,Autre
1165,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Peu,Non,Oui,Non,Oui,Non,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Souvent,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,non,non,non,Non,Je ne sais pas,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Windows,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,NA,NA,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Plus de dix ans,CNRS,Non,Non,Oui,Non,Non,fonct,Non,Non,Non,Non,Non,Non,Oui,Non,Non,autre,1,NA,Un homme
33,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Tout à fait,Oui,Non,Non,Non,Non,Non,Oui,moins,moins,moins,plus,plus,moins,moins,moins,moins,moins,moins,moins,NA,moins,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Parfois,Souvent,Jamais,Toujours,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,oui,oui,non,oui,non,Oui,Souvent,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,11plus,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,MacOS,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Jamais,tressat,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Moins de cinq ans,CNRS,Non,Non,Oui,Non,Non,CDD,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,autre,1,autre,Une femme
1210,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Peu,Oui,Oui,Non,Oui,Oui,Non,Oui,plus,plus,plus,plus,moins,plus,plus,moins,plus,moins,plus,plus,moins,NA,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Parfois,Parfois,Parfois,Souvent,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,oui,non,non,non,oui,Non,Souvent,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,2a5,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Windows,Oui,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Souvent,plutotsat,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Plus de dix ans,autre,Non,Non,Oui,Oui,Oui,fonct,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,autre,1,histoire,Une femme
1167,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Tout à fait,Oui,Non,Non,Oui,Oui,Non,Non,plus,plus,moins,NA,NA,moins,NA,NA,NA,NA,moins,plus,NA,NA,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Toujours,Toujours,Toujours,Souvent,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,oui,non,non,non,oui,Oui,Souvent,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,2a5,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Windows,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non applicable,NA,NA,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Plus de dix ans,autre,Oui,Non,Non,Non,Non,autre,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,autre,1,biologie,Un homme
288,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Pas du tout,Non,Non,Oui,Oui,Non,Non,Oui,plus,moins,moins,plus,plus,plus,moins,moins,moins,moins,plus,moins,moins,moins,Non,Non,Oui,Non,Oui,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Parfois,Toujours,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,oui,non,non,oui,oui,Je ne sais pas,Parfois,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,NA,NA,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Cinq à dix ans,NA,Non,Non,Oui,Non,Non,CDD,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,autre,1,NA,Une femme
1147,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Assez,Non,Oui,Oui,Oui,Non,Non,Oui,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,plus,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Parfois,Parfois,Souvent,Jamais,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,non,oui,oui,non,non,Je ne sais pas,Jamais,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,MacOS,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Parfois,insatisfait,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Cinq à dix ans,autre,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,autre,1,psychologie,Un homme
1130,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Non,Oui,Non,Tout à fait,Non,Oui,Oui,Oui,Oui,Non,Oui,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Parfois,Jamais,Parfois,Jamais,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,oui,non,oui,oui,non,Oui,Parfois,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,2a5,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,NA,NA,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Cinq à dix ans,CNRS,Oui,Non,Non,Non,Non,fonct,Non,Non,Non,Non,Oui,Non,Non,Non,Non,autre,1,autre,Un homme
1073,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Peu,Oui,Non,Non,Oui,Oui,Non,Oui,moins,NA,moins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moins,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non applicable,Non applicable,Non applicable,Non applicable,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,non,oui,non,oui,oui,Non applicable,Non applicable,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,6a10,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Windows,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,NA,NA,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Plus de dix ans,Université,Non,Non,Non,Oui,Non,fonct,Non,Non,Non,Non,Oui,Non,Non,Non,Non,autre,1,autre,Autre
1126,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Oui,Pas du tout,Non,Non,Non,Non,Oui,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA,NA,moins,moins,moins,moins,moins,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non applicable,Non applicable,Non applicable,Toujours,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,oui,non,non,oui,non,Je ne sais pas,Non applicable,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,11plus,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Souvent,nini,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Moins de cinq ans,Université,Non,Non,Non,Non,Non,CDD,Non,Non,Non,Non,Oui,Non,Non,Non,Non,autre,1,NA,Une femme
1082,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Peu,Non,Non,Non,Oui,Oui,Non,Oui,moins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Souvent,Parfois,NA,NA,Non,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,oui,non,oui,oui,non,Je ne sais pas,Parfois,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Parfois,nini,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Moins de cinq ans,NA,Non,Non,Non,Oui,Non,fonct,Non,Non,Non,Non,Oui,Non,Non,Non,Non,autre,1,NA,Une femme
436,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Assez,Oui,Oui,Oui,Oui,Non,Non,Oui,moins,moins,plus,NA,NA,moins,NA,NA,NA,NA,moins,NA,NA,NA,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Non,Oui,Parfois,Jamais,Jamais,NA,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,oui,non,oui,Je ne sais pas,Jamais,Non,Oui,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,MacOS,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Parfois,plutotsat,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Plus de dix ans,NA,Oui,Non,Non,Non,Non,fonct,Non,Non,Non,Non,Oui,Non,Non,Non,Non,autre,1,NA,Une femme
290,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Assez,Oui,Non,Oui,Oui,Non,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Souvent,NA,NA,NA,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,oui,oui,non,non,non,Oui,Jamais,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,seule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Jamais,nini,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Plus de dix ans,autre,Non,Non,Oui,Non,Non,fonct,Non,Non,Non,Non,Oui,Non,Non,Non,Non,autre,1,NA,Une femme
1166,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Peu,Oui,Non,Oui,Non,Oui,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moins,moins,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,NA,NA,NA,NA,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,oui,non,oui,non,non,Non applicable,Non applicable,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,seule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Parfois,insatisfait,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Moins de cinq ans,Université,Non,Non,Oui,Oui,Oui,fonct,Non,Non,Non,Non,Oui,Non,Non,Non,Non,autre,1,NA,Une femme
